Identity  : 	id10270
Reference : 	GWXujl-xAVM
Offset    : 	-1
FV Conf   : 	19.958
ASD Conf  : 	6.366

FRAME 	X 	Y 	W 	H 
032112 	177 	74 	187 	187 
032113 	177 	53 	187 	187 
032114 	177 	53 	187 	187 
032115 	177 	33 	187 	187 
032116 	177 	53 	187 	187 
032117 	177 	53 	187 	187 
032118 	156 	53 	187 	187 
032119 	156 	53 	187 	187 
032120 	156 	74 	187 	187 
032121 	135 	74 	187 	187 
032122 	135 	74 	187 	187 
032123 	115 	95 	187 	186 
032124 	115 	95 	187 	186 
032125 	115 	74 	187 	187 
032126 	115 	74 	187 	187 
032127 	94 	74 	187 	187 
032128 	94 	53 	187 	187 
032129 	94 	53 	187 	187 
032130 	94 	53 	187 	187 
032131 	74 	53 	186 	187 
032132 	74 	53 	186 	187 
032133 	74 	74 	186 	187 
032134 	74 	74 	186 	187 
032135 	74 	74 	186 	187 
032136 	74 	74 	186 	187 
032137 	74 	74 	186 	187 
032138 	74 	74 	186 	187 
032139 	74 	53 	186 	187 
032140 	74 	53 	186 	187 
032141 	74 	53 	186 	187 
032142 	74 	53 	186 	187 
032143 	74 	53 	186 	187 
032144 	74 	53 	186 	187 
032145 	74 	53 	186 	187 
032146 	74 	53 	186 	187 
032147 	74 	53 	186 	187 
032148 	74 	53 	186 	187 
032149 	74 	53 	186 	187 
032150 	74 	53 	186 	187 
032151 	74 	53 	186 	187 
032152 	74 	53 	186 	187 
032153 	74 	53 	186 	187 
032154 	74 	53 	186 	187 
032155 	74 	53 	186 	187 
032156 	74 	53 	186 	187 
032157 	74 	53 	186 	187 
032158 	74 	53 	186 	187 
032159 	74 	53 	186 	187 
032160 	74 	53 	186 	187 
032161 	94 	53 	187 	187 
032162 	94 	53 	187 	187 
032163 	94 	53 	187 	187 
032164 	94 	53 	187 	187 
032165 	94 	53 	187 	187 
032166 	94 	53 	187 	187 
032167 	115 	74 	187 	187 
032168 	115 	74 	187 	187 
032169 	115 	74 	187 	187 
032170 	115 	74 	187 	187 
032171 	115 	74 	187 	187 
032172 	147 	113 	156 	156 
032173 	135 	95 	187 	186 
032174 	135 	95 	187 	186 
032175 	135 	95 	187 	186 
032176 	135 	95 	187 	186 
032177 	156 	95 	187 	186 
032178 	156 	95 	187 	186 
032179 	156 	95 	187 	186 
032180 	156 	74 	187 	187 
032181 	156 	74 	187 	187 
032182 	177 	74 	187 	187 
032183 	177 	74 	187 	187 
032184 	177 	53 	187 	187 
032185 	177 	53 	187 	187 
032186 	177 	53 	187 	187 
032187 	177 	53 	187 	187 
032188 	177 	53 	187 	187 
032189 	197 	53 	187 	187 
032190 	197 	53 	187 	187 
032191 	197 	53 	187 	187 
032192 	197 	53 	187 	187 
032193 	197 	53 	187 	187 
032194 	197 	53 	187 	187 
032195 	177 	53 	187 	187 
032196 	177 	53 	187 	187 
032197 	177 	53 	187 	187 
032198 	177 	53 	187 	187 
032199 	177 	53 	187 	187 
032200 	177 	53 	187 	187 
032201 	177 	53 	187 	187 
032202 	177 	53 	187 	187 
032203 	163 	39 	224 	224 
032204 	177 	53 	187 	187 
032205 	177 	53 	187 	187 
032206 	163 	39 	224 	224 
032207 	163 	39 	224 	224 
032208 	177 	74 	187 	187 
032209 	177 	74 	187 	187 
032210 	177 	74 	187 	187 
032211 	177 	74 	187 	187 
032212 	177 	74 	187 	187 
032213 	177 	74 	187 	187 
032214 	177 	74 	187 	187 
032215 	177 	74 	187 	187 
032216 	177 	74 	187 	187 
032217 	177 	74 	187 	187 
032218 	177 	74 	187 	187 
032219 	177 	74 	187 	187 
032220 	177 	74 	187 	187 
032221 	177 	74 	187 	187 
032222 	177 	74 	187 	187 
032223 	177 	74 	187 	187 
