Identity  : 	id10270
Reference : 	8jEAjG6SegY
Offset    : 	-1
FV Conf   : 	19.587
ASD Conf  : 	7.319

FRAME 	X 	Y 	W 	H 
021351 	138 	102 	108 	109 
021352 	138 	102 	108 	109 
021353 	138 	102 	108 	109 
021354 	138 	102 	108 	109 
021355 	138 	102 	108 	109 
021356 	150 	102 	108 	109 
021357 	150 	90 	108 	109 
021358 	150 	90 	108 	109 
021359 	150 	90 	108 	109 
021360 	150 	90 	108 	109 
021361 	150 	90 	108 	109 
021362 	150 	90 	108 	109 
021363 	161 	102 	109 	109 
021364 	161 	102 	109 	109 
021365 	161 	102 	109 	109 
021366 	161 	102 	109 	109 
021367 	161 	102 	109 	109 
021368 	164 	115 	91 	91 
021369 	161 	114 	109 	109 
021370 	161 	114 	109 	109 
021371 	164 	115 	91 	91 
021372 	164 	115 	91 	91 
021373 	150 	102 	108 	109 
021374 	150 	102 	108 	109 
021375 	150 	102 	108 	109 
021376 	150 	102 	108 	109 
021377 	150 	102 	108 	109 
021378 	150 	90 	108 	109 
021379 	150 	90 	108 	109 
021380 	150 	90 	108 	109 
021381 	150 	90 	108 	109 
021382 	150 	102 	108 	109 
021383 	150 	102 	108 	109 
021384 	150 	102 	108 	109 
021385 	150 	102 	108 	109 
021386 	164 	115 	91 	91 
021387 	150 	114 	108 	109 
021388 	150 	114 	108 	109 
021389 	150 	114 	108 	109 
021390 	150 	114 	108 	109 
021391 	164 	125 	91 	90 
021392 	150 	126 	108 	109 
021393 	164 	135 	91 	90 
021394 	164 	135 	91 	90 
021395 	164 	135 	91 	90 
021396 	164 	135 	91 	90 
021397 	164 	135 	91 	90 
021398 	164 	135 	91 	90 
021399 	164 	135 	91 	90 
021400 	164 	135 	91 	90 
021401 	164 	135 	91 	90 
021402 	161 	126 	109 	109 
021403 	150 	114 	108 	109 
021404 	150 	114 	108 	109 
021405 	150 	114 	108 	109 
021406 	150 	114 	108 	109 
021407 	150 	114 	108 	109 
021408 	150 	102 	108 	109 
021409 	150 	102 	108 	109 
021410 	150 	102 	108 	109 
021411 	150 	102 	108 	109 
021412 	150 	102 	108 	109 
021413 	150 	102 	108 	109 
021414 	150 	102 	108 	109 
021415 	150 	102 	108 	109 
021416 	150 	102 	108 	109 
021417 	150 	102 	108 	109 
021418 	150 	102 	108 	109 
021419 	150 	102 	108 	109 
021420 	150 	102 	108 	109 
021421 	154 	115 	91 	91 
021422 	154 	115 	91 	91 
021423 	150 	114 	108 	109 
021424 	150 	114 	108 	109 
021425 	150 	114 	108 	109 
021426 	150 	114 	108 	109 
021427 	150 	114 	108 	109 
021428 	150 	114 	108 	109 
021429 	150 	114 	108 	109 
021430 	150 	114 	108 	109 
021431 	150 	114 	108 	109 
021432 	150 	114 	108 	109 
021433 	150 	114 	108 	109 
021434 	150 	114 	108 	109 
021435 	154 	115 	91 	91 
021436 	154 	115 	91 	91 
021437 	150 	102 	108 	109 
021438 	150 	102 	108 	109 
021439 	150 	102 	108 	109 
021440 	150 	102 	108 	109 
021441 	150 	102 	108 	109 
021442 	150 	90 	108 	109 
021443 	150 	90 	108 	109 
021444 	138 	90 	108 	109 
021445 	138 	90 	108 	109 
021446 	138 	90 	108 	109 
021447 	143 	88 	102 	103 
021448 	149 	87 	97 	97 
021449 	154 	85 	91 	91 
021450 	154 	85 	91 	91 
021451 	154 	85 	91 	91 
021452 	154 	85 	91 	91 
021453 	154 	85 	91 	91 
021454 	150 	90 	108 	109 
021455 	150 	90 	108 	109 
021456 	150 	90 	108 	109 
021457 	150 	90 	108 	109 
021458 	150 	90 	108 	109 
021459 	150 	90 	108 	109 
021460 	150 	90 	108 	109 
021461 	150 	102 	108 	109 
021462 	150 	102 	108 	109 
021463 	150 	102 	108 	109 
021464 	150 	102 	108 	109 
021465 	154 	115 	91 	91 
021466 	150 	114 	108 	109 
021467 	150 	114 	108 	109 
021468 	150 	114 	108 	109 
021469 	150 	114 	108 	109 
021470 	150 	114 	108 	109 
021471 	150 	114 	108 	109 
021472 	150 	114 	108 	109 
021473 	150 	114 	108 	109 
021474 	150 	114 	108 	109 
021475 	150 	114 	108 	109 
021476 	150 	102 	108 	109 
021477 	150 	102 	108 	109 
021478 	150 	102 	108 	109 
021479 	150 	102 	108 	109 
021480 	150 	102 	108 	109 
021481 	150 	102 	108 	109 
021482 	150 	102 	108 	109 
021483 	150 	102 	108 	109 
021484 	150 	102 	108 	109 
021485 	150 	102 	108 	109 
021486 	150 	102 	108 	109 
021487 	150 	102 	108 	109 
021488 	150 	102 	108 	109 
021489 	150 	102 	108 	109 
021490 	150 	102 	108 	109 
021491 	150 	102 	108 	109 
021492 	150 	102 	108 	109 
021493 	150 	102 	108 	109 
021494 	150 	102 	108 	109 
021495 	150 	102 	108 	109 
021496 	150 	102 	108 	109 
021497 	150 	102 	108 	109 
021498 	150 	102 	108 	109 
021499 	150 	102 	108 	109 
