Identity  : 	id10271
Reference : 	PfcJLmkhGbk
Offset    : 	-1
FV Conf   : 	11.449
ASD Conf  : 	5.753

FRAME 	X 	Y 	W 	H 
003898 	266 	94 	130 	130 
003899 	269 	102 	108 	109 
003900 	269 	102 	108 	109 
003901 	269 	102 	108 	109 
003902 	269 	102 	108 	109 
003903 	269 	102 	108 	109 
003904 	269 	102 	108 	109 
003905 	269 	102 	108 	109 
003906 	269 	102 	108 	109 
003907 	269 	102 	108 	109 
003908 	269 	102 	108 	109 
003909 	269 	102 	108 	109 
003910 	269 	102 	108 	109 
003911 	269 	102 	108 	109 
003912 	269 	102 	108 	109 
003913 	269 	102 	108 	109 
003914 	269 	102 	108 	109 
003915 	269 	102 	108 	109 
003916 	269 	102 	108 	109 
003917 	269 	102 	108 	109 
003918 	269 	102 	108 	109 
003919 	269 	102 	108 	109 
003920 	269 	102 	108 	109 
003921 	269 	102 	108 	109 
003922 	269 	102 	108 	109 
003923 	269 	102 	108 	109 
003924 	269 	102 	108 	109 
003925 	269 	102 	108 	109 
003926 	251 	80 	130 	130 
003927 	251 	80 	130 	130 
003928 	257 	102 	109 	109 
003929 	257 	102 	109 	109 
003930 	245 	102 	109 	109 
003931 	237 	80 	130 	130 
003932 	237 	80 	130 	130 
003933 	237 	80 	130 	130 
003934 	237 	80 	130 	130 
003935 	233 	102 	109 	109 
003936 	233 	102 	109 	109 
003937 	233 	102 	109 	109 
003938 	221 	102 	109 	109 
003939 	221 	102 	109 	109 
003940 	221 	102 	109 	109 
003941 	209 	102 	109 	109 
003942 	209 	102 	109 	109 
003943 	194 	94 	130 	130 
003944 	197 	102 	109 	109 
003945 	180 	94 	130 	130 
003946 	185 	102 	109 	109 
003947 	165 	80 	130 	130 
003948 	165 	80 	130 	130 
003949 	165 	80 	130 	130 
003950 	173 	90 	109 	109 
003951 	151 	80 	130 	130 
003952 	151 	80 	130 	130 
003953 	151 	80 	130 	130 
003954 	151 	80 	130 	130 
003955 	151 	80 	130 	130 
003956 	151 	80 	130 	130 
003957 	151 	80 	130 	130 
003958 	151 	80 	130 	130 
003959 	151 	80 	130 	130 
003960 	137 	80 	130 	130 
003961 	151 	80 	130 	130 
003962 	151 	80 	130 	130 
003963 	151 	80 	130 	130 
003964 	151 	80 	130 	130 
003965 	137 	80 	130 	130 
003966 	137 	80 	130 	130 
003967 	151 	80 	130 	130 
003968 	151 	80 	130 	130 
003969 	151 	80 	130 	130 
003970 	151 	80 	130 	130 
003971 	151 	80 	130 	130 
003972 	151 	80 	130 	130 
003973 	151 	80 	130 	130 
003974 	151 	80 	130 	130 
003975 	173 	102 	109 	109 
003976 	173 	102 	109 	109 
003977 	173 	102 	109 	109 
003978 	173 	102 	109 	109 
003979 	165 	80 	130 	130 
003980 	185 	102 	109 	109 
003981 	185 	102 	109 	109 
003982 	185 	102 	109 	109 
003983 	185 	102 	109 	109 
003984 	180 	94 	130 	130 
003985 	180 	94 	130 	130 
003986 	197 	102 	109 	109 
003987 	197 	102 	109 	109 
003988 	197 	102 	109 	109 
003989 	197 	102 	109 	109 
003990 	194 	94 	130 	130 
003991 	209 	102 	109 	109 
003992 	209 	102 	109 	109 
003993 	209 	102 	109 	109 
003994 	221 	102 	109 	109 
003995 	221 	102 	109 	109 
003996 	221 	102 	109 	109 
003997 	221 	102 	109 	109 
003998 	233 	102 	109 	109 
003999 	233 	102 	109 	109 
004000 	233 	102 	109 	109 
004001 	233 	102 	109 	109 
004002 	223 	80 	130 	130 
004003 	223 	80 	130 	130 
004004 	223 	80 	130 	130 
004005 	223 	80 	130 	130 
004006 	223 	80 	130 	130 
